generation,min,max,mean,stdev
0,483.04920054232286,727.7387472532419,654.0226544398384,42.20424781281517
1,483.04920054232286,738.5518994084215,655.8958074235435,40.736833463575756
2,483.04920054232286,751.8314348611638,656.6774969018225,40.041103202184956
3,483.04920054232286,682.4248078982565,640.0278680920071,33.34986659420579
4,467.5356625813777,660.0551672110673,625.346090871701,30.82848822493549
5,467.5356625813777,647.2398989984545,614.7575357115198,29.689860273876228
6,467.5356625813777,637.2083012255237,605.2959793493615,28.4221194127037
7,467.5356625813777,628.178250371031,597.252339346205,27.04691057619126
8,467.5356625813777,619.9610342960987,590.278186597438,25.859479816369728
9,467.5356625813777,612.6861881350023,584.2124306743581,24.969977780447145
10,467.5356625813777,629.4364757857796,597.0595633187808,27.030810782019245
11,467.5356625813777,618.5907656901173,588.3051322909062,25.540720533943276
12,467.5356625813777,611.6522329115927,582.3769176073521,25.117715142636182
13,467.5356625813777,614.9019075692852,584.5191649527458,25.645640003031126
14,467.5356625813777,607.291927227298,575.9560798264181,25.880820419513018
15,467.5356625813777,606.2742258468435,575.2772763908108,26.010005978535048
16,467.5356625813777,602.6555966478784,571.1072804165171,25.631829722683996
17,467.5356625813777,598.6638954690327,567.3901072360752,25.42548665881071
18,467.5356625813777,594.219967118122,563.91744983558,24.93671694567981
19,467.5356625813777,590.9262054891857,560.8501199826749,24.23310584451223
20,467.5356625813777,587.3664183163444,557.9450495472255,23.471748754587612
21,467.5356625813777,584.6875136772534,555.3934178468959,22.75002160995509
22,467.5356625813777,581.7536658489195,551.8343257533704,22.335582424052063
23,464.7498743444162,577.8166562206957,548.9453712685037,21.598531152145878
24,464.7498743444162,575.2105355421237,546.598630632456,20.95564477770312
25,433.971606086052,571.3061173799496,544.0282496958491,20.500917679348053
26,433.971606086052,568.4176580420624,541.4630021279745,20.231811048658766
27,433.971606086052,565.3978006614844,539.21897791808,19.810502286428697
28,433.971606086052,562.3796827635961,537.0651232988557,19.888216905997886
29,433.971606086052,558.8142882350319,534.556220757675,19.51589866573295
30,433.971606086052,556.0283209122518,532.0720664367238,19.47906698130923
31,433.971606086052,553.6697122846145,529.9667444696541,19.423258202499227
32,433.971606086052,551.5277492940116,527.9340624498865,19.235745657749685
33,433.971606086052,548.7222572354872,525.4077178725552,18.946499100240832
34,433.971606086052,546.6195621629423,523.3726449526458,18.816199528172806
35,433.971606086052,544.0841048804658,521.8703618216482,18.410834959211403
36,433.971606086052,542.2487017822989,520.1835159536563,18.48486167937525
37,433.971606086052,540.2144464014964,518.6867757524676,18.090297594146037
38,433.971606086052,538.1787626188886,517.1453250645027,17.658179426075154
39,433.971606086052,536.2676471876748,515.4089487372652,17.349412722220695
40,433.971606086052,534.6642525200563,514.0173272412544,17.26071078415549
41,433.971606086052,533.2209508866343,512.3309269621691,17.34791943655816
42,433.971606086052,531.3629193993908,511.1283001266058,17.096328142533668
43,433.971606086052,529.9679270799124,509.86693905953916,16.834528491608793
44,433.971606086052,528.0407870355959,507.8060368042255,16.70193999904724
45,433.971606086052,526.3070575524098,506.17596297837434,16.418696086270014
46,433.971606086052,524.2353520468981,504.8764398117315,16.04394507659953
47,433.971606086052,522.9717214213831,503.24339926459965,16.16335232019238
48,433.971606086052,521.6491086930878,502.02747040144686,15.788177154815067
49,433.971606086052,519.9927135040004,500.5532870004195,15.608515546153566
50,433.971606086052,517.8019191579713,498.89972345447114,15.396362075671844
51,431.5670765633588,516.4239159949125,497.64091912792304,15.38318167641774
52,431.5670765633588,514.5782596048812,495.839383436939,15.251074236360326
53,431.5670765633588,513.1415698844825,494.67444443915076,14.979702727306243
54,431.5670765633588,511.51092834036007,493.3221022474154,14.874914363548184
55,431.5670765633588,510.0615142685414,491.97103627719486,14.580605512442558
56,420.9823062773985,508.92392249649475,490.7221219706555,14.672909413423527
57,420.9823062773985,507.0589833203642,489.6973248596254,14.439294326813348
58,405.4077762693902,505.6559117996683,488.2391914264259,14.69683103253994
59,405.4077762693902,504.29467189641167,486.68323811860324,14.889795646830837
60,405.4077762693902,502.61658098006455,485.0571329293154,15.1145758508042
61,405.4077762693902,501.42150918742834,483.28054102900995,15.277904715250164
62,405.4077762693902,499.7248376183751,481.4948736239561,15.442896883481415
63,402.4821764758122,498.01271930532425,479.5019836358162,15.482028139366204
64,402.4821764758122,496.49726949506805,477.98428707318925,15.284521477294481
65,402.4821764758122,494.9253660892226,476.62705641357707,14.940077869230162
66,402.4821764758122,492.4211372355197,474.5420115391412,14.88055254762639
67,402.4821764758122,490.83630612344336,472.6155220399575,14.930554373086645
68,402.4821764758122,488.64529500479125,470.3598963234216,14.884797861356624
69,402.4821764758122,486.6254004953871,468.07531415841373,14.870430258526692
70,402.4821764758122,484.220322744527,465.7360845150153,14.607219286856363
71,402.4821764758122,482.0894191434944,463.39319208924087,14.446172293822789
72,402.4821764758122,479.6540083390412,460.9320970255733,14.319706899969956
73,402.4821764758122,476.84041679896194,458.8949934816887,13.984534230122971
74,402.4821764758122,473.8105796359485,456.1386037698511,13.632967880840917
75,400.3606131036827,471.58823783892745,453.77820313200965,13.272037563099707
76,392.90221908447336,469.1046794063426,451.40930951276005,12.941516835128635
77,392.90221908447336,466.2920143650804,449.10104049564154,12.515702921399413
78,392.90221908447336,464.07275490254096,447.3511635549427,11.923791449257498
79,392.90221908447336,461.3644712334806,445.7023355694513,11.66902306667143
80,392.90221908447336,458.9269026216802,443.92730074695487,11.331405361915454
81,392.90221908447336,456.4369181923256,442.51089596509036,11.039284572046743
