generation,min,max,mean,stdev
0,956.3551572007435,1045.890161418673,998.9013604968653,36.885216171663565
1,942.9201663742333,1090.3345125814474,1004.6248457835285,40.53169743888843
2,904.7535152415262,1090.3345125814474,997.7384435914512,45.89214812013181
3,904.7535152415262,1090.3345125814474,994.0867699738246,46.034264331790546
4,904.7535152415262,1090.3345125814474,996.8317565933286,45.44604650829956
5,904.7535152415262,1090.3345125814474,1000.7151861111929,43.95133324538927
6,904.7535152415262,1090.3345125814474,1000.3400536744094,41.966503003731816
7,904.7535152415262,1092.6553977349265,998.2763958436134,41.26036733874113
8,904.7535152415262,1100.907021073348,998.7082282485005,41.22377982284718
9,904.7535152415262,1120.1255808963544,998.8537884176317,41.85658267433017
10,904.7535152415262,1120.1255808963544,998.5021067307363,42.537285666426826
11,902.7417862588014,1090.3345125814474,996.1417478081531,41.183316631487635
12,902.7417862588014,1030.908460213914,978.8992929207316,29.19574701128682
13,902.1400941773556,1007.8789525650104,967.3352832912834,23.56554816097025
14,902.1400941773556,990.384651518164,958.2277014146517,19.762528191156928
15,889.4927202131807,978.0753898319723,950.5806449063689,16.580979450547126
16,881.5270701072441,966.7929039759681,943.7906747016831,14.6541600674921
17,881.5270701072441,958.5497761891975,939.205029651775,13.38609639953109
18,868.3578310401502,952.2347387865669,934.9981288792687,12.833443298699251
19,868.3578310401502,946.8729266422033,931.5361420769922,12.460571283205239
20,868.3578310401502,943.5706723346211,928.7559070044811,12.361948753102077
21,868.3578310401502,940.4894744170425,926.3993362554876,11.901723619021586
22,846.7153882219395,937.6451892111172,923.6469141053054,12.007345463927935
23,846.7153882219395,950.3719829092183,931.7271832370875,14.824074831406934
24,835.7099041042409,943.4793556631757,926.1945249887799,14.132390764916206
25,835.7099041042409,938.2848048055316,921.8821081056026,14.098186818146795
26,835.7099041042409,934.6516269955287,918.7074580572554,14.081404756957049
27,834.4517074733442,938.3413971197645,921.6457968293583,14.62681944224708
28,828.6894488874536,933.4000190352415,917.1889938685594,15.109884960499889
29,828.6894488874536,932.9193213623105,916.4789916765706,15.21817254205742
30,828.6894488874536,930.0879577233387,913.6261339732653,15.569752514558822
31,828.6894488874536,927.5059398014537,910.9551981307611,15.818627479869013
32,828.6894488874536,924.873364486124,908.2953475935905,16.147929442100754
33,828.6894488874536,922.5032636198154,905.6092322739031,16.571564603729563
34,828.6894488874536,920.126597641623,902.9110838436454,16.805551071076305
35,828.6894488874536,917.306706610015,899.8148788870067,17.217706534595777
36,828.6894488874536,915.3528240408189,897.5623273800734,17.421245743173227
37,828.6894488874536,913.27636574539,895.079572662386,17.408430145748405
38,819.3873741414967,911.0442995948667,892.2188005680023,17.636164296888428
39,819.3182265844339,907.9488374503577,888.977917323217,17.876342956211175
40,819.3182265844339,905.4785482787711,886.0187232926958,17.822046977472503
41,819.3182265844339,903.3485380959753,883.229417222196,17.5480047692102
42,819.3182265844339,901.1234932782538,880.7177561672434,16.874226470510234
